Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,-9999,Year
56,Thatcher Demko,27,VAN,32,32,14,14,4,99,1005,906,0.901,3.16,1,5.4,1879,14,0.438,6,103,-2.77,0,1,1,4,demkoth01,2023
57,Lukáš Dostál,22,ANA,19,17,4,10,3,67,679,612,0.901,3.78,0,3.6,1063,12,0.706,1,103,-1.99,0,0,0,0,dostalu01,2023
58,Spencer Knight,21,FLA,21,19,9,8,3,62,627,565,0.901,3.18,1,3.4,1169,8,0.421,3,103,-1.96,0,1,1,0,knighsp01,2023
59,Sam Montembeault,26,MTL,40,39,16,19,3,133,1345,1212,0.901,3.42,0,7.2,2334,21,0.538,8,103,-4.22,0,0,0,0,montesa01,2023
60,David Rittich,30,WPG,21,18,9,8,1,50,506,456,0.901,2.67,0,2.7,1122,8,0.444,2,103,-1.55,0,0,0,2,rittida01,2023
61,Joey Daccord,26,SEA,5,4,2,1,1,13,130,117,0.9,3.14,0,0.7,248,1,0.25,0,,,0,0,0,0,daccojo01,2023
62,Samuel Ersson,23,PHI,12,10,6,3,0,33,327,294,0.899,3.07,1,1.7,645,5,0.5,2,,,0,0,0,0,erssosa01,2023
63,John Gibson,29,ANA,53,52,14,31,8,200,1983,1783,0.899,3.99,1,10.2,3005,25,0.481,13,105,-10.13,0,2,2,12,gibsojo02,2023
64,Charlie Lindgren,29,WSH,31,26,13,11,3,86,853,767,0.899,3.05,0,4.4,1692,14,0.538,4,105,-4.33,0,1,1,0,lindgch01,2023
65,Karel Vejmelka,26,ARI,50,49,18,24,6,168,1670,1502,0.899,3.43,3,8.6,2941,22,0.449,7,105,-8.1,0,0,0,2,vejmeka01,2023
66,Erik Källgren,26,TOR,10,9,3,2,4,25,246,221,0.898,2.67,0,1.2,562,3,0.333,2,,,0,0,0,0,kallger01,2023
67,Cam Talbot,35,OTT,36,32,17,14,2,95,935,840,0.898,2.93,1,4.7,1947,21,0.656,9,106,-5.47,0,0,0,0,talboca01,2023
68,Anthony Stolarz,29,ANA,19,12,5,6,0,51,494,443,0.897,3.73,0,2.4,820,3,0.25,2,108,-3.7,0,0,0,0,stolaan01,2023
69,Dustin Tokarski,33,PIT,4,2,1,2,0,12,117,105,0.897,3.44,0,0.6,209,1,0.5,0,,,0,0,0,0,tokardu01,2023
70,Thomas Greiss,37,STL,21,16,7,10,0,65,626,561,0.896,3.58,1,3,1089,6,0.375,4,108,-5.06,0,0,0,0,greisth01,2023
71,Ville Husso,27,DET,56,56,26,22,7,167,1603,1436,0.896,3.11,4,7.7,3220,26,0.464,17,109,-13.51,0,0,0,0,hussovi01,2023
72,Philipp Grubauer,31,SEA,39,36,17,14,4,98,930,832,0.895,2.85,0,4.4,2066,22,0.611,11,110,-8.95,0,1,1,0,grubaph01,2023
73,Alex Nedeljkovic,27,DET,15,13,5,7,2,49,466,417,0.895,3.53,0,2.2,833,5,0.385,2,110,-4.38,0,0,0,2,nedelal01,2023
74,Jordan Binnington,29,STL,61,60,27,27,6,194,1826,1632,0.894,3.31,2,8.4,3516,27,0.45,13,111,-19.16,0,2,2,29,binnijo01,2023
75,Petr Mrázek,30,CHI,39,38,10,22,3,132,1248,1116,0.894,3.66,0,5.8,2165,19,0.5,7,110,-12.5,0,2,2,4,mrazepe01,2023
76,Arvid Söderblom,23,CHI,15,13,2,10,2,48,453,405,0.894,3.45,0,2.1,835,6,0.462,2,111,-4.63,0,0,0,0,soderar01,2023
77,Daniel Vladař,25,CGY,27,23,14,6,5,71,667,596,0.894,2.87,0,3.1,1484,10,0.435,4,111,-7.13,0,0,0,2,vladada01,2023
78,Mackenzie Blackwood,26,NJD,22,20,10,6,2,60,563,503,0.893,3.2,0,2.6,1126,11,0.55,5,111,-6.09,0,0,0,2,blackma01,2023
79,Jacob Markström,33,CGY,59,58,23,21,12,166,1542,1376,0.892,2.92,1,6.9,3411,26,0.448,14,112,-18.35,0,2,2,14,marksja02,2023
80,Daniil Tarasov,23,CBJ,17,16,4,11,1,57,528,471,0.892,3.91,0,2.3,874,6,0.375,5,113,-6.44,0,1,1,0,tarasda02,2023
81,Jake Allen,32,MTL,42,41,15,24,3,145,1335,1190,0.891,3.55,1,5.8,2450,20,0.488,10,113,-17.17,0,1,1,2,allenja01,2023
82,Brian Elliott,37,TBL,22,22,12,8,2,75,689,614,0.891,3.4,2,3,1325,9,0.409,5,114,-9.03,0,1,1,0,elliobr01,2023
83,Ukko-Pekka Luukkonen,23,BUF,33,32,17,11,4,115,1054,939,0.891,3.61,0,4.5,1910,13,0.406,7,114,-14.08,0,1,1,2,luukkuk01,2023
84,James Reimer,34,SJS,43,41,12,21,8,147,1335,1188,0.89,3.48,3,5.6,2538,18,0.439,11,115,-19.17,0,0,0,2,reimeja01,2023
85,Mads Søgaard,22,OTT,19,17,8,6,3,58,524,466,0.889,3.32,0,2.2,1048,8,0.471,4,116,-7.83,0,1,1,0,sogaama01,2023
86,Jack Campbell,31,EDM,36,34,21,9,4,115,1027,912,0.888,3.41,1,4.1,2026,12,0.353,8,117,-16.66,0,1,1,2,campbja01,2023
87,Magnus Hellberg,31,TOT,18,14,5,8,1,50,447,397,0.888,3.2,0,1.8,936,6,0.429,2,117,-7.2,0,0,0,0,hellbma01,2023
88,Yaroslav Askarov,20,NSH,1,1,0,1,0,4,35,31,0.886,4.15,0,0.1,58,0,0,0,,,0,0,0,0,askarya01,2023
89,Eric Comrie,27,BUF,19,19,9,9,1,68,594,526,0.886,3.67,1,2.2,1112,8,0.421,5,120,-11.12,0,1,1,2,comrier01,2023
90,Martin Jones,33,SEA,48,42,27,13,3,131,1145,1014,0.886,2.99,3,4.3,2626,20,0.476,14,119,-21.37,0,0,0,0,jonesma02,2023
91,Kaapo Kähkönen,26,SJS,37,37,9,20,7,135,1149,1014,0.883,3.85,1,4,2106,14,0.378,12,123,-24.98,0,0,0,0,kahkoka01,2023
92,Collin Delia,28,VAN,20,18,10,6,2,62,526,464,0.882,3.28,0,1.8,1136,8,0.444,4,123,-11.64,0,1,1,0,deliaco01,2023
93,Jonathan Quick,37,TOT,41,36,16,15,6,127,1080,953,0.882,3.41,2,3.7,2234,14,0.389,10,123,-23.59,0,0,0,4,quickjo01,2023
94,Ivan Prosvetov,23,ARI,7,7,4,3,0,28,234,206,0.88,3.98,0,0.8,422,3,0.429,2,,,0,0,0,0,prosviv01,2023
95,Felix Sandström,26,PHI,20,18,3,12,3,69,575,506,0.88,3.72,0,1.8,1113,5,0.278,4,125,-13.94,0,0,0,0,sandsfe01,2023
96,Leevi Merilainen,20,OTT,2,2,0,1,1,6,49,43,0.878,4.23,0,0.1,85,1,0.5,1,,,0,0,0,0,merille01,2023
97,Elvis Merzļikins,28,CBJ,30,27,7,18,2,110,889,779,0.876,4.23,0,2.5,1560,8,0.296,6,129,-24.88,0,1,1,4,merzlel01,2023
98,Michael Hutchinson,32,CBJ,16,10,2,6,3,54,432,378,0.875,4.29,0,1.2,755,2,0.2,2,131,-12.64,0,1,1,0,hutchmi01,2023
99,Olle Eriksson Ek,23,ANA,1,1,0,0,1,5,39,34,0.872,4.69,0,0.1,64,0,0,0,,,0,0,0,0,eriksol01,2023
100,Spencer Martin,27,VAN,29,27,11,15,1,107,830,723,0.871,3.99,0,1.9,1610,8,0.296,9,135,-27.53,0,0,0,0,martisp01,2023
101,Calvin Petersen,28,LAK,10,9,5,3,2,34,257,223,0.868,3.75,0,0.5,543,3,0.333,3,,,0,0,0,0,peterca01,2023
102,Jon Gillies,29,CBJ,3,2,1,1,0,9,66,57,0.864,4.57,0,0.1,118,0,0,0,,,0,0,0,0,gillijo01,2023
103,Justus Annunen,22,COL,2,2,1,1,0,7,48,41,0.854,3.58,0,0,117,1,0.5,1,,,0,0,0,0,annunju01,2023
104,Cayden Primeau,23,MTL,3,2,0,2,0,8,54,46,0.852,3.46,0,0,139,1,0.5,1,,,0,0,0,0,primeca01,2023
105,Matt Murray,24,DAL,3,3,1,2,0,10,64,54,0.844,3.39,0,0,177,1,0.333,1,,,0,0,0,0,murrama03,2023
106,Anton Khudobin,36,CHI,1,1,0,1,0,6,28,22,0.786,6,0,-0.2,60,0,0,1,,,0,0,0,0,khudoan01,2023
