Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,-9999,Year
15,Ty Conklin,31,PIT,33,30,18,8,5,78,1013,935,0.923,2.51,2,7.9,1866,17,0.567,5,85,14.02,0,1,1,4,conklty01,2008
16,Jean-Sébastien Giguère,30,ANA,58,57,35,17,6,117,1508,1391,0.922,2.12,4,11.7,3310,38,0.667,8,85,19.99,0,0,0,4,gigueje01,2008
17,Marc-André Fleury,23,PIT,35,33,19,10,2,72,909,837,0.921,2.33,4,6.9,1857,22,0.667,7,87,10.58,0,1,1,0,fleurma01,2008
18,Tim Thomas,33,BOS,57,55,28,19,6,136,1731,1595,0.921,2.44,3,13.2,3342,38,0.691,5,86,21.25,0,0,0,2,thomati01,2008
19,Niklas Bäckström,29,MIN,58,56,33,13,8,131,1629,1498,0.92,2.31,4,12.1,3409,33,0.589,5,89,16.98,0,0,0,2,backsni01,2008
20,Martin Brodeur*,35,NJD,77,77,44,27,6,168,2089,1921,0.92,2.17,4,15.5,4635,50,0.649,6,89,21.77,0,4,4,6,brodema01,2008
21,Ilya Bryzgalov,27,TOT,64,62,28,25,6,147,1829,1682,0.92,2.44,3,13.5,3614,37,0.597,5,88,19.15,0,0,0,2,bryzgil01,2008
22,Cristobal Huet,32,TOT,52,51,32,14,6,118,1479,1361,0.92,2.32,4,11.1,3049,31,0.608,6,88,16.36,0,2,2,0,huetcr01,2008
23,Carey Price,20,MTL,41,40,24,12,3,103,1282,1179,0.92,2.56,3,9.5,2413,24,0.6,4,88,13.46,0,2,2,0,priceca01,2008
24,Wade Dubielewicz,29,NYI,20,17,9,9,1,51,627,576,0.919,2.7,0,4.6,1132,11,0.647,1,90,5.96,0,0,0,0,dubiewa01,2008
25,Pascal Leclaire,25,CBJ,54,52,24,17,6,112,1379,1267,0.919,2.25,9,10.1,2986,30,0.577,6,89,13.27,0,2,2,2,leclapa01,2008
26,Tomáš Vokoun,31,FLA,69,69,30,29,8,180,2213,2033,0.919,2.68,4,16.1,4031,41,0.594,7,90,21.04,0,6,6,4,vokouto01,2008
27,Martin Biron,30,PHI,62,59,30,20,9,153,1865,1712,0.918,2.59,5,13.4,3539,33,0.559,8,90,16.42,0,1,1,8,bironma01,2008
28,Joey MacDonald,27,NYI,2,2,0,1,1,6,73,67,0.918,2.99,0,0.5,120,1,0.5,1,,,0,0,0,0,macdojo01,2008
29,Roberto Luongo*,28,VAN,73,73,35,29,9,168,2029,1861,0.917,2.38,6,14.4,4233,42,0.575,12,91,16.32,0,3,3,4,luongro01,2008
30,Kari Lehtonen,24,ATL,48,45,17,22,5,131,1560,1429,0.916,2.9,4,10.9,2707,27,0.6,6,92,10.71,0,2,2,4,lehtoka01,2008
31,Steve Valiquette,30,NYR,13,10,5,3,3,25,296,271,0.916,2.19,2,2.1,686,5,0.5,2,,,0,0,0,2,valiqst01,2008
32,Chris Osgood,35,DET,43,40,27,9,4,84,976,892,0.914,2.09,4,6.6,2409,26,0.65,8,95,4.66,0,3,3,0,osgooch01,2008
33,Mathieu Garon,30,EDM,47,44,26,18,1,118,1359,1241,0.913,2.66,4,9,2658,25,0.568,9,96,5.46,0,0,0,8,garonma01,2008
34,Henrik Lundqvist*,25,NYR,72,72,37,24,10,160,1823,1663,0.912,2.23,10,11.9,4305,41,0.569,11,97,5.61,0,0,0,2,lundqhe01,2008
35,Manny Legace,34,STL,66,65,27,25,8,147,1648,1501,0.911,2.41,5,10.5,3666,39,0.6,12,98,2.71,0,2,2,4,legacma01,2008
36,Martin Gerber,33,OTT,57,55,30,18,4,145,1619,1474,0.91,2.72,2,10.3,3197,27,0.491,11,99,2.07,0,2,2,6,gerbema01,2008
37,Jason LaBarbera,28,LAK,45,42,17,23,2,121,1341,1220,0.91,3,1,8.4,2421,20,0.476,9,99,0.82,0,0,0,2,labarja01,2008
38,Evgeni Nabokov,32,SJS,77,76,46,21,8,163,1802,1639,0.91,2.14,6,11.2,4561,47,0.618,11,100,0.7,0,2,2,12,nabokev01,2008
39,José Théodore,31,COL,53,52,28,21,3,123,1367,1244,0.91,2.44,3,8.6,3028,31,0.596,9,99,1.18,0,2,2,2,theodjo01,2008
40,David Aebischer,29,PHX,1,1,0,1,0,3,33,30,0.909,3,0,0.2,60,0,0,0,,,0,0,0,0,aebisda01,2008
41,Nikolai Khabibulin,35,CHI,50,48,23,20,6,127,1389,1262,0.909,2.63,2,8.5,2892,24,0.5,8,101,-0.82,0,2,2,4,khabini01,2008
42,Marty Turco,32,DAL,62,60,32,21,6,140,1543,1403,0.909,2.31,3,9.6,3629,30,0.5,9,100,0.17,0,3,3,16,turcoma01,2008
43,Josh Harding,23,MIN,29,25,11,15,2,77,838,761,0.908,2.94,1,5.1,1571,12,0.48,4,101,-0.87,0,1,1,0,hardijo01,2008
44,Brent Johnson,30,WSH,19,17,7,8,2,46,500,454,0.908,2.67,0,3,1032,8,0.471,3,101,-0.58,0,0,0,0,johnsbr02,2008
45,Mikael Tellqvist,28,PHX,22,17,9,8,2,56,607,551,0.908,2.74,2,3.7,1224,10,0.588,2,102,-0.86,0,1,1,2,tellqmi01,2008
46,Alex Auld,27,TOT,32,28,12,13,5,77,827,750,0.907,2.68,3,4.9,1722,12,0.429,6,102,-1.87,0,0,0,0,auldal01,2008
47,Antero Niittymäki,27,PHI,28,23,12,9,2,69,739,670,0.907,2.91,1,4.4,1424,13,0.565,5,103,-1.87,0,0,0,0,niittan01,2008
48,Curtis Joseph,40,CGY,9,5,3,2,0,17,181,164,0.906,2.55,0,1.1,400,3,0.6,2,,,0,0,0,2,josepcu01,2008
49,Miikka Kiprusoff,31,CGY,76,76,39,26,10,197,2096,1899,0.906,2.69,2,12.2,4398,38,0.5,16,103,-6.59,0,2,2,8,kiprumi01,2008
50,Ryan Miller,27,BUF,76,74,36,27,10,197,2104,1907,0.906,2.64,3,12.3,4474,37,0.5,12,103,-5.87,0,1,1,6,millery01,2008
51,Ondřej Pavelec,20,ATL,7,5,3,3,0,18,190,172,0.905,3.11,0,1.1,347,2,0.4,0,,,0,0,0,2,pavelon01,2008
52,Dany Sabourin,27,PIT,24,19,10,9,1,57,596,539,0.904,2.75,2,3.4,1242,8,0.421,5,105,-2.86,0,0,0,2,sabouda01,2008
53,Vesa Toskala,30,TOR,66,64,33,25,6,175,1824,1649,0.904,2.74,3,10.2,3837,36,0.563,13,106,-9.3,0,5,5,4,toskave01,2008
54,Cam Ward,23,CAR,69,67,37,25,5,180,1870,1690,0.904,2.75,4,10.4,3930,35,0.522,14,106,-10.12,0,1,1,4,wardca01,2008
55,Peter Budaj,25,COL,35,30,16,10,4,82,849,767,0.903,2.57,0,4.7,1912,12,0.4,6,106,-4.87,0,1,1,2,budajpe01,2008
56,Rick DiPietro,26,NYI,63,63,26,28,7,174,1779,1605,0.902,2.82,3,9.6,3707,25,0.397,11,108,-12.39,0,6,6,18,dipieri01,2008
57,Dominik Hašek*,43,DET,41,40,27,10,3,84,855,771,0.902,2.14,5,4.5,2350,19,0.475,6,108,-6.33,0,1,1,12,hasekdo01,2008
58,Curtis McElhinney,24,CGY,5,1,0,2,0,5,51,46,0.902,2,0,0.3,150,0,0,0,,,0,0,0,0,mcelhcu01,2008
59,Dwayne Roloson,38,EDM,43,38,15,17,5,119,1204,1085,0.901,3.05,0,6.3,2340,17,0.447,7,109,-9.63,0,1,1,2,rolosdw01,2008
60,Mike Smith,25,TOT,34,32,15,19,0,84,848,764,0.901,2.59,3,4.4,1946,14,0.438,8,109,-6.97,0,1,1,12,smithmi01,2008
61,Karri Rämö,21,TBL,22,20,7,11,3,64,632,568,0.899,3.03,0,3.1,1269,9,0.45,4,111,-6.59,0,1,1,4,ramoka01,2008
62,Chris Mason,31,NSH,51,45,18,22,6,130,1278,1148,0.898,2.9,4,6.3,2692,22,0.489,15,112,-13.9,0,1,1,0,masonch02,2008
63,Curtis Sanford,28,VAN,16,9,4,3,1,32,313,281,0.898,2.83,0,1.5,679,5,0.556,2,,,0,1,1,2,sanfocu01,2008
64,Patrick Lalime,33,CHI,32,30,16,12,2,86,835,749,0.897,2.82,1,4,1828,14,0.467,5,113,-10.15,0,0,0,8,lalimpa01,2008
65,Michael Leighton,26,CAR,3,3,1,1,0,7,68,61,0.897,2.66,0,0.3,158,1,0.333,0,,,0,0,0,0,leighmi01,2008
66,Fredrik Norrena,34,CBJ,37,30,10,19,6,89,856,767,0.896,2.73,2,4,1960,12,0.4,7,114,-11.24,0,1,1,0,norrefr01,2008
67,Kevin Weekes,32,NJD,9,5,2,2,1,17,160,143,0.894,2.97,0,0.7,343,2,0.4,1,,,0,0,0,2,weekeke01,2008
68,Johan Hedberg,34,ATL,36,32,14,15,3,111,1026,915,0.892,3.46,1,4.3,1927,12,0.375,8,119,-17.8,0,1,1,16,hedbejo01,2008
69,Olaf Kölzig,37,WSH,54,52,25,21,6,153,1423,1270,0.892,2.91,1,6,3154,23,0.442,11,118,-23.73,0,2,2,8,kolziol01,2008
70,Ray Emery,25,OTT,31,26,12,13,4,88,800,712,0.89,3.13,0,3.2,1689,11,0.423,5,121,-15.33,0,0,0,6,emeryra01,2008
71,Chris Beckford-Tseu,23,STL,1,0,0,0,0,1,9,8,0.889,2.25,0,0,27,0,,0,,,0,0,0,0,beckfch01,2008
72,Johan Holmqvist,29,TOT,47,47,21,16,6,129,1164,1035,0.889,3.04,2,4.5,2549,19,0.404,17,122,-23.26,0,1,1,0,holmqjo01,2008
73,Dan Cloutier,31,LAK,9,9,2,4,1,28,247,219,0.887,3.43,0,0.9,489,4,0.444,3,,,0,0,0,2,cloutda01,2008
74,Jean-Sébastien Aubin,30,LAK,19,12,5,6,1,44,385,341,0.886,3.19,0,1.3,828,5,0.417,4,126,-9.03,0,0,0,0,aubinje01,2008
75,Tuukka Rask,20,BOS,4,3,2,1,1,10,88,78,0.886,3.25,0,0.3,184,1,0.333,0,,,0,0,0,0,rasktu01,2008
76,Hannu Toivonen,23,STL,23,17,6,10,5,69,566,497,0.878,3.44,0,1.4,1202,6,0.353,4,134,-17.58,0,0,0,2,toivoha01,2008
77,Andrew Raycroft,27,TOR,19,16,2,9,5,63,509,446,0.876,3.92,1,1.2,965,4,0.25,5,136,-16.76,0,0,0,0,raycran01,2008
78,John Grahame,32,CAR,17,12,5,7,1,53,424,371,0.875,3.75,0,0.9,848,3,0.25,4,138,-14.48,0,1,1,4,grahajo01,2008
79,Jocelyn Thibault,33,BUF,12,7,3,4,2,28,214,186,0.869,3.31,2,0.3,507,3,0.429,4,,,0,0,0,0,thibajo01,2008
80,Jonathan Bernier,19,LAK,4,4,1,3,0,16,118,102,0.864,4.03,0,0.1,238,1,0.25,1,,,0,0,0,0,bernijo01,2008
81,Drew MacIntyre,24,VAN,2,0,0,1,0,3,22,19,0.864,2.95,0,0,61,0,,0,,,0,0,0,0,macindr01,2008
82,Thomas Greiss,22,SJS,3,2,0,1,1,7,50,43,0.86,3.26,0,0,129,0,0,0,,,0,0,0,0,greisth01,2008
83,Marc Denis,30,TBL,10,4,1,5,0,28,199,171,0.859,4.05,0,0.1,415,1,0.25,0,,,0,0,0,2,denisma01,2008
84,Jonathan Quick,22,LAK,3,2,1,2,0,9,62,53,0.855,3.84,0,0,141,0,0,1,,,0,0,0,0,quickjo01,2008
85,Scott Clemmensen,30,TOR,3,2,1,1,0,10,62,52,0.839,3.89,0,-0.1,154,0,0,1,,,0,0,0,0,clemmsc01,2008
86,Manny Fernandez,33,BOS,4,4,2,2,0,16,95,79,0.832,3.93,1,-0.3,244,1,0.25,3,,,0,0,0,0,fernama01,2008
87,Dimitri Patzold,24,SJS,3,0,0,0,0,4,20,16,0.8,5.51,0,-0.1,44,0,,0,,,0,0,0,0,patzodi01,2008
88,Daniel Taylor,21,LAK,1,0,0,0,0,2,10,8,0.8,6,0,-0.1,20,0,,0,,,0,0,0,0,tayloda02,2008
89,Marek Schwarz,21,STL,2,0,0,1,0,6,17,11,0.647,7.25,0,-0.4,50,0,,0,,,0,0,0,0,schwama01,2008
1,Riku Helenius,20,TBL,1,0,0,0,0,0,2,2,1,0,0,0,7,0,,0,,,0,0,0,0,helenri01,2009
2,Chris Holt,23,STL,1,0,0,0,0,0,3,3,1,0,0,0,19,0,,0,,,0,0,0,0,holtch01,2009
3,Tuukka Rask,21,BOS,1,1,1,0,0,0,35,35,1,0,1,0.6,60,1,1,0,,,0,0,0,0,rasktu01,2009
4,Marek Schwarz,22,STL,2,0,0,0,0,0,5,5,1,0,0,0.1,15,0,,0,,,0,0,0,0,schwama01,2009
5,Dan LaCosta,22,CBJ,3,2,2,0,0,4,80,76,0.95,1.54,1,0.8,156,2,1,0,,,0,0,0,0,lacosda01,2009
6,Tim Thomas,34,BOS,54,53,36,11,7,114,1694,1580,0.933,2.1,5,14.7,3259,39,0.736,3,74,41.02,0,1,1,6,thomati01,2009
7,Josh Harding,24,MIN,19,11,3,9,1,32,453,421,0.929,2.21,0,3.8,870,5,0.455,0,77,9.45,0,0,0,2,hardijo01,2009
8,Tomáš Vokoun,32,FLA,59,55,26,23,6,138,1855,1717,0.926,2.49,6,14.6,3324,33,0.6,4,81,31.75,0,1,1,2,vokouto01,2009
9,Al Montoya,23,PHX,5,4,3,1,0,9,120,111,0.925,2.08,1,0.9,259,3,0.75,1,,,0,0,0,0,montoal01,2009
10,Craig Anderson,27,FLA,31,27,15,7,5,74,977,903,0.924,2.71,3,7.6,1636,16,0.593,6,83,15.4,0,1,1,2,andercr01,2009
11,Niklas Bäckström,30,MIN,71,71,37,24,8,159,2059,1900,0.923,2.33,8,15.6,4088,47,0.662,9,84,29.42,0,0,0,6,backsni01,2009
12,Roberto Luongo*,29,VAN,54,53,33,13,7,124,1542,1418,0.92,2.34,9,11.1,3181,32,0.604,7,88,17.11,0,1,1,4,luongro01,2009
13,Kevin Weekes,33,NJD,16,13,7,5,0,32,399,367,0.92,2.42,0,2.9,795,8,0.615,1,88,4.51,0,0,0,0,weekeke01,2009
14,Jonas Hiller,26,ANA,46,38,23,15,1,99,1217,1118,0.919,2.39,4,8.6,2486,23,0.605,6,89,12.37,0,0,0,0,hillejo01,2009
15,Nikolai Khabibulin,36,CHI,42,39,25,8,7,96,1192,1096,0.919,2.33,3,8.6,2467,24,0.615,3,88,13.08,0,2,2,8,khabini01,2009
16,Ryan Miller,28,BUF,59,58,34,18,6,145,1773,1628,0.918,2.53,5,12.5,3443,38,0.655,7,89,17.25,0,0,0,4,millery01,2009
17,Semyon Varlamov,20,WSH,6,5,4,0,1,13,159,146,0.918,2.37,0,1.1,329,4,0.8,1,,,0,0,0,2,varlasi01,2009
18,Brian Boucher,32,SJS,22,20,12,6,3,47,563,516,0.917,2.18,2,3.9,1291,10,0.5,1,91,4.52,0,0,0,2,bouchbr01,2009
19,Scott Clemmensen,31,NJD,40,39,25,13,1,94,1138,1044,0.917,2.39,2,7.9,2356,22,0.564,5,90,10.14,0,0,0,2,clemmsc01,2009
20,Pekka Rinne,26,NSH,52,49,29,15,4,119,1435,1316,0.917,2.38,7,9.9,2999,28,0.571,8,91,12.32,0,1,1,6,rinnepe01,2009
21,Martin Brodeur*,36,NJD,31,30,19,9,3,73,870,797,0.916,2.42,5,5.9,1814,20,0.667,5,92,6.61,0,0,0,4,brodema01,2009
22,Henrik Lundqvist*,26,NYR,70,70,38,25,7,168,2007,1839,0.916,2.43,3,13.7,4153,46,0.657,9,91,15.66,0,2,2,0,lundqhe01,2009
23,Chris Mason,32,STL,57,51,27,21,7,129,1544,1415,0.916,2.41,6,10.6,3215,31,0.608,8,91,12.29,0,1,1,0,masonch02,2009
24,Steve Mason,20,CBJ,61,61,33,20,7,140,1658,1518,0.916,2.29,10,11.2,3664,34,0.557,10,92,11.72,0,0,0,2,masonst01,2009
25,Mike Smith,26,TBL,41,40,14,18,9,108,1282,1174,0.916,2.62,2,8.7,2471,25,0.625,4,92,9.31,0,1,1,23,smithmi01,2009
26,Cam Ward,24,CAR,68,68,39,23,5,160,1901,1741,0.916,2.44,6,12.9,3928,43,0.632,10,92,13.96,0,1,1,4,wardca01,2009
27,Martin Biron,31,PHI,55,53,29,19,5,146,1718,1572,0.915,2.76,2,11.5,3177,29,0.547,7,93,11.21,0,4,4,0,bironma01,2009
28,Jaroslav Halák,23,MTL,34,33,18,14,1,92,1077,985,0.915,2.86,1,7.2,1931,18,0.545,2,93,6.56,0,0,0,0,halakja01,2009
29,Dwayne Roloson,39,EDM,63,62,28,24,9,166,1953,1787,0.915,2.77,1,13.1,3597,36,0.581,9,93,12.72,0,1,1,10,rolosdw01,2009
30,Jonathan Quick,23,LAK,44,41,21,18,2,103,1200,1097,0.914,2.48,4,7.9,2495,23,0.561,6,94,6.81,0,1,1,0,quickjo01,2009
31,John Curry,24,PIT,3,2,2,1,0,6,69,63,0.913,2.4,0,0.4,150,1,0.5,0,,,0,0,0,0,curryjo01,2009
32,Marc-André Fleury,24,PIT,62,61,35,18,7,162,1850,1688,0.912,2.67,4,11.9,3641,31,0.508,7,96,7.29,0,1,1,8,fleurma01,2009
33,Antero Niittymäki,28,PHI,32,29,15,8,6,83,947,864,0.912,2.76,1,6.1,1805,14,0.483,6,96,3.66,0,1,1,2,niittan01,2009
34,Mikael Tellqvist,29,TOT,21,16,9,6,1,47,533,486,0.912,2.74,0,3.4,1028,9,0.563,2,96,1.77,0,0,0,0,tellqmi01,2009
35,Alex Auld,28,OTT,43,38,16,18,7,101,1141,1040,0.911,2.47,1,7.2,2449,22,0.579,4,97,3.41,0,0,0,2,auldal01,2009
36,Kari Lehtonen,25,ATL,46,45,19,22,3,134,1498,1364,0.911,3.06,3,9.3,2624,27,0.6,7,98,3.08,0,1,1,6,lehtoka01,2009
37,Yann Danis,27,NYI,31,29,10,17,3,84,933,849,0.91,2.86,2,5.7,1760,18,0.621,7,98,1.38,0,0,0,0,danisya01,2009
38,Manny Fernandez,34,BOS,28,27,16,8,3,71,791,720,0.91,2.59,1,4.9,1644,15,0.556,4,98,1.38,0,0,0,2,fernama01,2009
39,Evgeni Nabokov,33,SJS,62,62,41,12,8,150,1663,1513,0.91,2.44,7,10.2,3686,38,0.613,12,99,2.18,0,1,1,12,nabokev01,2009
40,Ty Conklin,32,DET,40,36,25,11,2,94,1033,939,0.909,2.51,6,6.2,2246,18,0.5,6,99,0.53,0,0,0,4,conklty01,2009
41,Cristobal Huet,33,CHI,41,40,20,15,4,99,1087,988,0.909,2.53,3,6.5,2351,25,0.625,8,100,0.47,0,0,0,2,huetcr01,2009
42,Brent Johnson,31,WSH,21,19,12,6,2,53,579,526,0.908,2.81,0,3.5,1131,11,0.579,2,100,-0.02,0,1,1,4,johnsbr02,2009
43,Steve Valiquette,31,NYR,15,12,5,5,2,39,421,382,0.907,2.84,1,2.5,823,7,0.583,1,101,-0.47,0,1,1,2,valiqst01,2009
44,Ilya Bryzgalov,28,PHX,65,62,26,31,6,187,1994,1807,0.906,2.98,3,11.4,3760,33,0.532,13,102,-4.53,0,2,2,4,bryzgil01,2009
45,Curtis Sanford,29,VAN,19,15,7,8,0,42,448,406,0.906,2.59,1,2.6,973,7,0.467,3,102,-1,0,0,0,2,sanfocu01,2009
46,Carey Price,21,MTL,52,49,23,16,10,143,1513,1370,0.905,2.83,1,8.5,3036,30,0.612,8,103,-4.55,0,1,1,4,priceca01,2009
47,Miikka Kiprusoff,32,CGY,76,76,45,24,5,209,2155,1946,0.903,2.84,4,11.5,4418,38,0.5,11,106,-11.8,0,3,3,2,kiprumi01,2009
48,Brian Elliott,23,OTT,31,30,16,8,3,77,786,709,0.902,2.77,1,4.1,1667,15,0.5,7,107,-5.07,0,0,0,0,elliobr01,2009
49,Martin Gerber,34,TOT,26,26,10,14,1,78,799,721,0.902,3.03,1,4.2,1545,13,0.5,5,107,-4.88,0,1,1,16,gerbema01,2009
50,Jeff Deslauriers,24,EDM,10,7,4,3,0,30,302,272,0.901,3.34,0,1.5,540,4,0.571,2,,,0,1,1,0,drouije01,2009
51,Jason LaBarbera,29,TOT,28,24,8,10,6,67,674,607,0.901,2.78,2,3.4,1446,13,0.542,7,109,-5.32,0,0,0,2,labarja01,2009
52,Michael Leighton,27,CAR,19,14,6,7,2,50,507,457,0.901,2.92,0,2.6,1029,7,0.5,1,108,-3.6,0,0,0,4,leighmi01,2009
53,Joey MacDonald,28,NYI,49,46,14,26,6,157,1584,1427,0.901,3.37,1,8.1,2792,21,0.457,6,108,-12.05,0,1,1,6,macdojo01,2009
54,Dan Ellis,28,NSH,35,33,11,19,4,96,963,867,0.9,2.93,3,4.9,1965,16,0.485,8,109,-7.88,0,0,0,2,ellisda01,2009
55,Erik Ersberg,26,LAK,28,25,8,11,5,65,651,586,0.9,2.64,0,3.3,1477,11,0.44,4,109,-5.43,0,0,0,2,ersbeer01,2009
56,Jean-Sébastien Giguère,31,ANA,46,44,19,18,6,127,1274,1147,0.9,3.1,2,6.4,2458,20,0.455,10,109,-10.42,0,0,0,4,gigueje01,2009
57,Patrick Lalime,34,BUF,24,21,5,13,3,67,669,602,0.9,3.1,0,3.3,1297,11,0.524,6,109,-5.78,0,0,0,0,lalimpa01,2009
58,José Théodore,32,WSH,57,55,32,17,5,157,1572,1415,0.9,2.87,2,7.9,3287,26,0.473,12,109,-13.15,0,3,3,6,theodjo01,2009
59,Peter Budaj,26,COL,56,55,20,29,5,154,1531,1377,0.899,2.86,2,7.6,3232,27,0.491,14,110,-13.9,0,1,1,0,budajpe01,2009
60,Olaf Kölzig,38,TBL,8,8,2,4,1,25,245,220,0.898,3.66,0,1.2,410,3,0.375,2,,,0,0,0,0,kolziol01,2009
61,Dany Sabourin,28,PIT,19,16,6,8,2,47,463,416,0.898,2.85,0,2.2,989,8,0.5,3,111,-4.63,0,0,0,2,sabouda01,2009
62,Marty Turco,33,DAL,74,74,33,31,10,203,1993,1790,0.898,2.81,3,9.6,4327,38,0.514,22,111,-20.62,0,5,5,18,turcoma01,2009
63,Matt Climie,25,DAL,3,3,2,1,0,9,85,76,0.894,2.92,0,0.4,185,1,0.333,1,,,0,0,0,0,climima01,2009
64,Mathieu Garon,31,TOT,19,16,8,9,0,53,502,449,0.894,3.12,0,2.2,1021,7,0.438,6,115,-7.06,0,0,0,0,garonma01,2009
65,Karri Rämö,22,TBL,24,20,4,10,7,80,756,676,0.894,3.66,0,3.3,1312,10,0.5,3,116,-10.82,0,1,1,2,ramoka01,2009
66,Ben Bishop,22,STL,6,3,1,1,1,12,112,100,0.893,2.94,0,0.5,245,1,0.333,0,,,0,0,0,0,bishobe01,2009
67,Rick DiPietro,27,NYI,5,5,1,3,0,15,139,124,0.892,3.52,0,0.6,256,2,0.4,3,,,0,2,2,2,dipieri01,2009
68,Michal Neuvirth,20,WSH,5,3,2,1,0,11,102,91,0.892,3,0,0.4,220,1,0.333,1,,,0,0,0,0,neuvimi01,2009
69,Andrew Raycroft,28,COL,31,27,12,16,0,90,836,746,0.892,3.14,0,3.5,1722,12,0.444,4,118,-13.5,0,0,0,2,raycran01,2009
70,Vesa Toskala,31,TOR,53,52,22,17,11,166,1518,1352,0.891,3.26,1,6,3056,23,0.442,13,120,-27.09,0,0,0,2,toskave01,2009
71,Curtis McElhinney,25,CGY,14,5,1,6,1,31,280,249,0.889,3.59,0,1.1,518,2,0.4,2,,,0,0,0,2,mcelhcu01,2009
72,Mike McKenna,25,TBL,15,14,4,8,1,46,406,360,0.887,3.56,1,1.4,776,4,0.286,6,124,-8.85,0,1,1,0,mckenmi01,2009
73,Chris Osgood,36,DET,46,44,26,9,8,137,1208,1071,0.887,3.09,2,4.3,2663,19,0.432,10,124,-26.46,0,2,2,8,osgooch01,2009
74,Johan Hedberg,35,ATL,33,26,13,12,3,100,875,775,0.886,3.49,0,3,1717,9,0.346,6,125,-19.93,0,0,0,2,hedbejo01,2009
75,Manny Legace,35,STL,29,28,13,9,2,77,669,592,0.885,3.18,0,2.2,1452,11,0.393,8,126,-15.78,0,0,0,0,legacma01,2009
76,Peter Mannino,24,NYI,3,2,1,1,0,10,87,77,0.885,4.52,0,0.3,133,1,0.5,0,,,0,0,0,0,mannipe01,2009
77,Ondřej Pavelec,21,ATL,12,11,3,7,0,36,301,265,0.88,3.6,0,0.9,599,3,0.273,4,,,0,0,0,0,pavelon01,2009
78,Cory Schneider,22,VAN,8,5,2,4,1,20,162,142,0.877,3.38,0,0.4,355,1,0.2,1,,,0,0,0,0,schneco01,2009
79,Fredrik Norrena,35,CBJ,8,5,1,3,2,17,133,116,0.872,3.16,0,0.3,323,1,0.2,1,,,0,0,0,0,norrefr01,2009
80,Josh Tordjman,24,PHX,2,2,0,2,0,8,62,54,0.871,4.08,0,0.1,118,0,0,0,,,0,0,0,0,tordjjo01,2009
81,Wade Dubielewicz,30,CBJ,3,2,1,2,0,10,77,67,0.87,3.56,0,0.1,169,0,0,0,,,0,0,0,0,dubiewa01,2009
82,Tobias Stephan,25,DAL,10,5,1,3,1,27,208,181,0.87,3.7,0,0.4,438,1,0.2,3,,,0,1,1,0,stephto01,2009
83,Curtis Joseph,41,TOR,21,11,5,9,1,50,383,333,0.869,3.57,0,0.6,841,2,0.182,5,143,-14.95,0,0,0,0,josepcu01,2009
84,Pascal Leclaire,26,CBJ,12,12,4,6,1,43,324,281,0.867,3.83,0,0.4,674,3,0.25,3,,,0,1,1,0,leclapa01,2009
85,Antti Niemi,25,CHI,3,2,1,1,1,8,59,51,0.864,3.4,0,0.1,141,1,0.5,1,,,0,0,0,0,niemian02,2009
86,Marc Denis,31,MTL,1,0,0,0,0,1,7,6,0.857,3,0,0,20,0,,0,,,0,0,0,0,denisma01,2009
87,Jimmy Howard,24,DET,1,1,0,1,0,4,28,24,0.857,4.1,0,0,59,0,0,0,,,0,0,0,0,howarja02,2009
88,Justin Pogge,22,TOR,7,6,1,4,1,27,173,146,0.844,4.36,0,-0.2,372,1,0.167,3,,,0,0,0,0,poggeju01,2009
89,Brent Krahn,26,DAL,1,0,0,0,0,3,9,6,0.667,9,0,-0.2,20,0,,0,,,0,0,0,0,krahnbr01,2009
1,Anton Khudobin,23,MIN,2,1,2,0,0,1,48,47,0.979,0.86,0,0.7,69,1,1,0,,,0,0,0,0,khudoan01,2010
2,Mike Brodeur,26,OTT,3,3,3,0,0,3,87,84,0.966,1,1,1.1,180,3,1,0,,,0,0,0,0,brodemi01,2010
3,Jonathan Bernier,21,LAK,3,3,3,0,0,4,94,90,0.957,1.3,1,1.1,185,2,0.667,0,,,0,1,1,0,bernijo01,2010
4,Tuukka Rask,22,BOS,45,39,22,12,5,84,1221,1137,0.931,1.97,5,10.2,2562,29,0.744,2,78,24.34,0,3,3,2,rasktu01,2010
5,Ryan Miller,29,BUF,69,67,41,18,8,150,2098,1948,0.929,2.22,5,16.8,4047,48,0.716,6,81,36.16,0,0,0,4,millery01,2010
6,Jason LaBarbera,30,PHX,17,13,8,5,1,33,459,426,0.928,2.13,0,3.7,928,10,0.769,2,81,7.73,0,0,0,0,labarja01,2010
7,Tomáš Vokoun,33,FLA,63,62,23,28,11,157,2081,1924,0.925,2.55,7,15.7,3695,38,0.613,6,85,27.65,0,2,2,0,vokouto01,2010
8,Jaroslav Halák,24,MTL,45,43,26,13,5,105,1386,1281,0.924,2.4,5,10.4,2630,26,0.605,5,85,17.98,0,0,0,0,halakja01,2010
9,Jimmy Howard,25,DET,63,60,37,15,10,141,1849,1708,0.924,2.26,3,13.8,3740,36,0.6,7,86,23.06,0,2,2,2,howarja02,2010
10,Yann Danis,28,NJD,12,6,3,2,1,16,207,191,0.923,2.05,0,1.5,467,3,0.5,1,,,0,0,0,0,danisya01,2010
